coin_name,spider_web,virtual_drop_A,virtual_drop_B,time_A,time_B,condition,func
SPELL,binance,1.392,1.167,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SXP,inversting,1.258,2.596,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRX,inversting,1.635,1.223,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
VRA,inversting,3.837,1.437,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
W,binance,1.175,1.267,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WIF,binance,1.438,1.315,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,binance,1.863,3.559,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ZEN,inversting,1.706,1.125,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ACA,binance,1.285,1.127,11-26 00:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALTl,inversting,1.121,1.226,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BRETT,inversting,1.494,3.586,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGEN,inversting,1.197,1.148,11-25 20:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,1.321,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOG,inversting,1.339,1.213,11-25 21:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,binance,1.525,1.486,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLOKI,binance,2.319,2.853,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMTn,inversting,1.210,1.259,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.297,1.189,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LPT,binance,1.414,1.267,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LQTY,binance,1.325,2.513,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LUNAt,inversting,1.332,1.363,11-25 20:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEOPLE,binance,1.214,1.311,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEPE,binance,1.182,1.138,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PHB,binance,1.410,1.412,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,inversting,1.316,2.609,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAFEt,inversting,1.237,1.478,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SSV,binance,4.429,1.543,11-26 01:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.639,1.695,11-26 05:00,11-26 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,binance,1.639,1.437,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAIKO,inversting,1.891,2.082,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AEVO,binance,1.643,1.640,11-25 19:00,11-26 01:00,change <=-0.7,apply_condition_1_to_func_1_base
BB,inversting,1.106,1.678,11-25 19:00,11-26 05:00,change <=-0.7,apply_condition_1_to_func_1_base
BOME,binance,1.211,2.875,11-26 00:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
FXS,binance,2.690,1.205,11-26 06:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
IOTX,inversting,2.284,3.477,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
LDO,binance,1.800,1.666,11-26 05:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
REZ,inversting,2.213,3.498,11-26 00:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PHIL,inversting,2.367,1.154,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
1INCH,binance,1.759,1.350,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALICE,binance,1.455,3.286,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALTl,inversting,1.121,1.226,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AMP,binance,1.477,2.166,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ARPA,binance,1.862,1.201,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BAKE,inversting,1.229,1.154,11-26 00:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CAKE,inversting,1.142,2.741,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOG,inversting,1.339,1.213,11-25 21:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DUSK,inversting,1.439,1.237,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENS,inversting,1.340,1.444,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGH,binance,1.195,1.171,11-25 19:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIGHs,inversting,1.406,3.339,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAGIC,inversting,1.370,1.218,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MOCA,inversting,2.556,1.210,11-26 10:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEPE,binance,1.182,1.138,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PHB,inversting,1.408,1.198,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,inversting,1.316,2.609,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAFEt,inversting,1.237,1.478,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SXP,inversting,1.258,2.596,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRX,inversting,1.635,1.223,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
VRA,inversting,3.837,1.437,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WOO,binance,1.863,3.559,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,inversting,1.179,1.204,11-25 21:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,inversting,1.449,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,binance,2.351,1.124,11-26 06:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BB,inversting,1.106,1.678,11-25 19:00,11-26 05:00,change <=-0.7,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
NEO,binance,1.274,2.334,11-26 01:00,11-26 06:00,change <=-0.7,apply_condition_1_to_func_1_base
PHIL,inversting,2.367,1.154,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
REZ,binance,2.294,1.504,11-26 00:00,11-26 01:00,change <=-0.7,apply_condition_1_to_func_1_base
TNSR,binance,1.539,1.322,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
ATA,inversting,1.750,1.445,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
ENJ,inversting,1.786,1.103,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
YGG,inversting,1.732,1.136,11-26 01:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
AGI,inversting,1.137,1.811,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALPACA,inversting,1.179,1.204,11-25 21:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ALTl,inversting,1.121,1.226,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BEAMX,binance,2.827,1.163,11-26 06:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BONK,inversting,1.199,1.411,11-25 20:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BRETT,inversting,1.494,3.586,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DEGEN,inversting,1.197,1.148,11-25 20:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,1.321,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOG,inversting,1.339,1.213,11-25 21:00,11-26 08:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLOKI,binance,2.319,2.853,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMTn,inversting,1.210,1.259,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.297,1.189,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LINA,inversting,1.209,3.584,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LQTY,binance,1.325,2.513,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LUNAt,inversting,1.332,1.363,11-25 20:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEOPLE,binance,1.214,1.311,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PEPE,binance,1.182,1.138,11-26 01:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PHB,binance,1.410,1.412,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RDNT,inversting,1.316,2.609,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAFEt,inversting,1.237,1.478,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SSV,binance,4.429,1.543,11-26 01:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.639,1.695,11-26 05:00,11-26 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUN,binance,1.224,1.242,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUSHI,binance,1.639,1.437,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAIKO,inversting,1.891,2.082,11-25 21:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,binance,2.351,1.124,11-26 06:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATH,inversting,1.389,1.245,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BIGTIME,inversting,1.462,1.218,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLUR,binance,1.222,1.474,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BLZ,binance,1.527,1.443,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
C98,binance,1.284,1.315,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CRV,binance,1.175,2.231,11-25 21:00,11-26 00:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.167,1.525,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EIGEN,binance,2.604,2.379,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FRED,inversting,3.962,4.067,11-25 19:00,11-26 00:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMT,binance,1.162,1.108,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
HIPPO,inversting,1.127,1.774,11-25 19:00,11-25 21:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LRC,binance,1.619,3.496,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MBOX,binance,1.243,1.270,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MERL,inversting,1.587,1.105,11-26 10:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NOT,binance,1.385,1.147,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
REEF,inversting,1.251,2.067,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPERf,inversting,1.157,1.142,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.374,1.619,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MAVIA,inversting,1.579,2.267,11-26 05:00,11-26 11:00,change <=-0.7,apply_condition_1_to_func_1_base
PHIL,inversting,2.367,1.154,11-25 21:00,11-26 16:00,change <=-0.7,apply_condition_1_to_func_1_base
TNSR,binance,1.539,1.322,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
ALPACA,inversting,1.179,1.204,11-25 21:00,11-26 05:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATH,inversting,1.389,1.245,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DENT,binance,1.321,2.543,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
KAVA,inversting,1.297,1.189,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LOKA,binance,1.326,1.231,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SSV,binance,4.429,1.543,11-26 01:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
STRK,inversting,1.639,1.695,11-26 05:00,11-26 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TAO,binance,2.351,1.124,11-26 06:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ATH,inversting,1.389,1.245,11-25 21:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.167,1.525,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENJ,inversting,1.786,1.103,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
PEOPLE,inversting,1.278,1.440,11-26 00:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
TRU,binance,1.590,1.414,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BANa,inversting,1.683,1.293,11-25 20:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LIT,inversting,1.232,1.297,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ENJ,inversting,1.786,1.103,11-26 01:00,11-26 17:00,change <=-0.7,apply_condition_1_to_func_1_base
BANa,inversting,1.683,1.293,11-25 20:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPERf,inversting,1.157,1.142,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MTL,inversting,1.279,1.306,11-26 14:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
LIT,inversting,1.232,1.297,11-26 00:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
RAD,inversting,1.370,1.379,11-25 21:00,11-26 01:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EIGEN,binance,2.604,2.379,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EIGEN,inversting,2.453,2.379,11-26 00:00,11-26 11:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SPEC,inversting,1.224,1.884,11-26 01:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BILLY,inversting,1.180,1.326,11-26 04:00,11-26 15:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MANA,binance,1.223,1.444,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PAAL,inversting,2.857,1.212,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PAAL,inversting,2.857,1.212,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PAAL,inversting,2.857,1.212,11-25 21:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FLOKI,binance,2.319,2.853,11-25 23:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MANA,binance,1.223,1.444,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MTL,binance,1.611,1.443,11-26 14:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
BANa,inversting,1.683,1.293,11-25 20:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,1.195,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,1.195,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DOGS,binance,2.311,1.517,11-26 00:00,11-26 05:00,change <=-0.7,apply_condition_1_to_func_1_base
CRV,binance,1.175,2.231,11-25 21:00,11-26 00:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
DAR,binance,1.167,1.525,11-26 11:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMT,binance,1.162,1.108,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GMTn,inversting,1.210,1.259,11-26 01:00,11-26 17:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SUPER,binance,1.135,1.195,11-26 00:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
WEMIX,inversting,1.287,1.828,11-26 06:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1MBABYDOGE,binance,1.624,3.626,11-26 00:00,11-26 06:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AR,inversting,1.913,1.135,11-26 05:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
CKB,binance,1.483,1.874,11-26 01:00,11-26 16:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
